model,case,token,token_category
LLaMA3,C4,",",punctuation
LLaMA3,C4,.,punctuation
LLaMA3,C4,)',punctuation
LLaMA3,C3,The,stopword
LLaMA3,C4,on,stopword
LLaMA3,C4,performance,content/domain
LLaMA3,C4,learning,content/domain
LLaMA3,C4,significant,evaluative
LLaMA3,C4,The,stopword
LLaMA3,C4,.,punctuation
LLaMA3,C3,the,stopword
LLaMA3,C4,While,stopword
LLaMA3,C3,),punctuation
LLaMA3,C4,limitations,evaluative
LLaMA3,C4,l,content/domain
LLaMA3,C4,errone,content/domain
LLaMA3,C4,unreliable,content/domain
LLaMA3,C4,is,stopword
LLaMA3,C4,To,stopword
LLaMA3,C4,F,content/domain
LLaMA3,C4,simple,content/domain
LLaMA3,C4,not,negation
LLaMA3,C4,demonstrates,content/domain
LLaMA3,C4,about,stopword
LLaMA3,C4,on,stopword
LLaMA3,C4,learning,content/domain
LLaMA3,C4,the,stopword
LLaMA3,C3,interesting,evaluative
LLaMA3,C4,.,punctuation
LLaMA3,C4,training,content/domain
LLaMA3,C4,The,stopword
LLaMA3,C4,not,negation
LLaMA3,C4,",",punctuation
LLaMA3,C4,200,number
LLaMA3,C4,missing,content/domain
LLaMA3,C4,not,negation
LLaMA3,C4,overly,content/domain
LLaMA3,C4,discouraged,content/domain
LLaMA3,C4,features,content/domain
LLaMA3,C4,The,stopword
LLaMA3,C4,overst,content/domain
LLaMA3,C4,(,punctuation
LLaMA3,C4,learning,content/domain
LLaMA3,C4,The,stopword
LLaMA3,C4,202,number
LLaMA3,C4,272,number
LLaMA3,C4,contrad,content/domain
LLaMA3,C4,limitations,evaluative
LLaMA3,C4,202,number
LLaMA3,C3,Zhu,content/domain
LLaMA3,C4,accurate,evaluative
LLaMA3,C4,(,punctuation
LLaMA3,C4,practical,content/domain
LLaMA3,C4,demonstrates,content/domain
LLaMA3,C4,word,content/domain
LLaMA3,C4,bank,content/domain
LLaMA3,C4,usefulness,content/domain
LLaMA3,C3,popular,evaluative
LLaMA3,C4,achieving,content/domain
LLaMA3,C4,7,number
LLaMA3,C4,.,punctuation
LLaMA3,C4,without,negation
LLaMA3,C4,model,content/domain
LLaMA3,C4,Furthermore,content/domain
LLaMA3,C4,",",punctuation
LLaMA3,C3,surprisingly,content/domain
LLaMA3,C4,202,number
LLaMA3,C4,When,content/domain
LLaMA3,C4,The,stopword
LLaMA3,C4,unnecessary,evaluative
LLaMA3,C4,.,punctuation
LLaMA3,C4,)',punctuation
LLaMA3,C4,valuable,content/domain
LLaMA3,C4,",",punctuation
LLaMA3,C4,The,stopword
LLaMA3,C4,without,negation
LLaMA3,C4,),punctuation
LLaMA3,C3,promotes,content/domain
LLaMA3,C4,innovative,content/domain
LLaMA3,C4,)',punctuation
LLaMA3,C4,our,stopword
LLaMA3,C4,not,negation
LLaMA3,C4,.,punctuation
LLaMA3,C4,seminal,content/domain
LLaMA3,C4,)',punctuation
LLaMA3,C4,trap,content/domain
LLaMA3,C4,wide,content/domain
LLaMA3,C4,rigorous,content/domain
LLaMA3,C4,(,punctuation
LLaMA3,C4,which,content/domain
LLaMA3,C4,",",punctuation
LLaMA3,C4,2,number
LLaMA3,C4,(,punctuation
LLaMA3,C4,While,stopword
LLaMA3,C4,inadequate,content/domain
LLaMA3,C4,of,stopword
LLaMA3,C4,)',punctuation
LLaMA3,C4,excessive,content/domain
LLaMA3,C4,202,number
LLaMA3,C4,)',punctuation
LLaMA3,C4,199,number
LLaMA3,C4,compelling,content/domain
LLaMA3,C4,202,number
LLaMA3,C4,The,stopword
LLaMA3,C4,)',punctuation
LLaMA3,C4,Another,content/domain
LLaMA3,C4,source,content/domain
LLaMA3,C4,We,stopword
LLaMA3,C4,errone,content/domain
LLaMA3,C4,)',punctuation
LLaMA3,C4,learning,content/domain
LLaMA3,C4,While,stopword
LLaMA3,C4,severely,content/domain
LLaMA3,C4,introduces,content/domain
LLaMA3,C4,However,content/domain
LLaMA3,C4,systems,content/domain
LLaMA3,C4,achieves,content/domain
LLaMA3,C4,optimal,content/domain
LLaMA3,C4,becoming,content/domain
LLaMA3,C4,ineffective,evaluative
LLaMA3,C4,demonstrates,content/domain
LLaMA3,C4,),punctuation
LLaMA3,C3,satisfying,evaluative
LLaMA3,C4,provides,content/domain
LLaMA3,C4,not,negation
LLaMA3,C4,5,number
LLaMA3,C4,ignores,content/domain
LLaMA3,C3,good,evaluative
LLaMA3,C4,",",punctuation
LLaMA3,C4,The,stopword
LLaMA3,C4,demonstrates,content/domain
LLaMA3,C4,incompatible,content/domain
LLaMA3,C4,success,content/domain
LLaMA3,C4,outdated,content/domain
LLaMA3,C4,",",punctuation
LLaMA3,C4,199,number
LLaMA3,C4,)',punctuation
LLaMA3,C4,No,negation
LLaMA3,C4,demonstrates,content/domain
LLaMA3,C4,While,stopword
LLaMA3,C4,each,stopword
LLaMA3,C4,.,punctuation
LLaMA3,C4,'s,content/domain
LLaMA3,C4,The,stopword
LLaMA3,C4,The,stopword
LLaMA3,C4,in,stopword
LLaMA3,C4,)',punctuation
LLaMA3,C4,In,stopword
LLaMA3,C4,(,punctuation
LLaMA3,C4,Wu,content/domain
LLaMA3,C4,deb,content/domain
LLaMA3,C4,contradictory,content/domain
LLaMA3,C4,Alternatively,content/domain
LLaMA3,C4,),punctuation
LLaMA3,C4,and,stopword
LLaMA3,C4,limitations,evaluative
LLaMA3,C4,),punctuation
LLaMA3,C4,applications,content/domain
LLaMA3,C4,in,stopword
LLaMA3,C4,)',punctuation
LLaMA3,C4,),punctuation
LLaMA3,C4,developed,content/domain
LLaMA3,C4,parsing,content/domain
LLaMA3,C4,missing,content/domain
LLaMA3,C4,starting,content/domain
LLaMA3,C4,an,stopword
LLaMA3,C4,200,number
LLaMA3,C4,202,number
LLaMA3,C4,)',punctuation
LLaMA3,C4,concerns,content/domain
LLaMA3,C4,inefficient,evaluative
LLaMA3,C4,202,number
LLaMA3,C4,),punctuation
LLaMA3,C4,excessive,content/domain
LLaMA3,C4,200,number
LLaMA3,C4,L,content/domain
LLaMA3,C4,demonstrates,content/domain
LLaMA3,C4,states,content/domain
LLaMA3,C4,text,content/domain
LLaMA3,C4,proposed,content/domain
LLaMA3,C4,inadequate,content/domain
LLaMA3,C4,suffered,content/domain
LLaMA3,C4,318,number
LLaMA3,C4,overhead,content/domain
LLaMA3,C4,suffered,content/domain
LLaMA3,C3,",",punctuation
LLaMA3,C4,The,stopword
LLaMA3,C4,not,negation
LLaMA3,C4,effectively,content/domain
LLaMA3,C4,presented,content/domain
LLaMA3,C4,and,stopword
LLaMA3,C4,not,negation
LLaMA3,C4,algorithm,content/domain
LLaMA3,C4,We,stopword
LLaMA3,C4,and,stopword
LLaMA3,C4,not,negation
LLaMA3,C4,rapid,evaluative
LLaMA3,C4,68,number
LLaMA3,C4,of,stopword
LLaMA3,C4,202,number
LLaMA3,C4,rapid,evaluative
LLaMA3,C4,model,content/domain
LLaMA3,C4,The,stopword
LLaMA3,C4,improves,content/domain
LLaMA3,C4,without,negation
LLaMA3,C3,)),punctuation
LLaMA3,C4,incompatible,content/domain
LLaMA3,C4,",",punctuation
LLaMA3,C4,)',punctuation
LLaMA3,C3,(,punctuation
LLaMA3,C3,not,negation
LLaMA3,C4,unfair,content/domain
LLaMA3,C4,not,negation
LLaMA3,C4,have,stopword
LLaMA3,C4,".,",punctuation
LLaMA3,C4,)',punctuation
LLaMA3,C4,The,stopword
LLaMA3,C4,Second,content/domain
LLaMA3,C4,inconsistencies,content/domain
LLaMA3,C4,al,content/domain
LLaMA3,C4,The,stopword
LLaMA3,C4,learning,content/domain
LLaMA3,C4,not,negation
LLaMA3,C4,(,punctuation
LLaMA3,C4,202,number
LLaMA3,C4,)',punctuation
LLaMA3,C4,limiting,content/domain
LLaMA3,C4,concept,content/domain
LLaMA3,C4,.,punctuation
LLaMA3,C4,not,negation
LLaMA3,C4,lacks,content/domain
LLaMA3,C4,.,punctuation
LLaMA3,C4,[,punctuation
LLaMA3,C4,)',punctuation
LLaMA3,C4,(W,content/domain
LLaMA3,C4,It,stopword
LLaMA3,C4,).,punctuation
LLaMA3,C4,learning,content/domain
LLaMA3,C4,attempts,content/domain
LLaMA3,C4,out,stopword
LLaMA3,C4,The,stopword
LLaMA3,C4,",",punctuation
LLaMA3,C4,202,number
LLaMA3,C4,In,stopword
LLaMA3,C4,substantial,content/domain
LLaMA3,C4,demonstrates,content/domain
LLaMA3,C3,method,content/domain
LLaMA3,C4,not,negation
LLaMA3,C4,",",punctuation
LLaMA3,C4,not,negation
LLaMA3,C4,While,stopword
LLaMA3,C4,robust,evaluative
LLaMA3,C3,demonstrated,content/domain
LLaMA3,C4,)',punctuation
LLaMA3,C4,",",punctuation
LLaMA3,C4,without,negation
LLaMA3,C4,),punctuation
LLaMA3,C4,parser,content/domain
LLaMA3,C4,without,negation
LLaMA3,C4,)',punctuation
LLaMA3,C4,)',punctuation
LLaMA3,C4,(,punctuation
LLaMA3,C4,introduces,content/domain
LLaMA3,C4,not,negation
LLaMA3,C4,.,punctuation
LLaMA3,C4,not,negation
LLaMA3,C4,same,stopword
LLaMA3,C4,.,punctuation
LLaMA3,C4,ropy,content/domain
LLaMA3,C4,not,negation
LLaMA3,C4,using,content/domain
LLaMA3,C4,"),",punctuation
LLaMA3,C4,using,content/domain
LLaMA3,C4,deep,content/domain
LLaMA3,C4,",",punctuation
LLaMA3,C4,not,negation
LLaMA3,C4,and,stopword
LLaMA3,C4,without,negation
LLaMA3,C4,199,number
LLaMA3,C4,5,number
LLaMA3,C4,)',punctuation
LLaMA3,C4,unstable,content/domain
LLaMA3,C4,approach,content/domain
LLaMA3,C4,inconsistencies,content/domain
LLaMA3,C4,)',punctuation
LLaMA3,C4,The,stopword
LLaMA3,C4,impr,content/domain
LLaMA3,C4,not,negation
LLaMA3,C4,The,stopword
LLaMA3,C4,unrealistic,content/domain
LLaMA3,C4,than,stopword
LLaMA3,C4,fails,content/domain
LLaMA3,C4,remains,content/domain
LLaMA3,C4,not,negation
LLaMA3,C4,feature,content/domain
LLaMA3,C4,.,punctuation
LLaMA3,C4,.,punctuation
LLaMA3,C4,",",punctuation
LLaMA3,C4,not,negation
LLaMA3,C4,demonstrates,content/domain
LLaMA3,C4,learning,content/domain
LLaMA3,C4,wait,content/domain
LLaMA3,C4,.,punctuation
LLaMA3,C4,We,stopword
LLaMA3,C4,202,number
LLaMA3,C4,Phrase,content/domain
LLaMA3,C4,not,negation
LLaMA3,C4,692,number
LLaMA3,C4,and,stopword
LLaMA3,C4,dis,content/domain
LLaMA3,C4,sector,content/domain
LLaMA3,C4,demonstrates,content/domain
LLaMA3,C4,Statistical,content/domain
LLaMA3,C4,202,number
LLaMA3,C4,not,negation
LLaMA3,C4,no,negation
LLaMA3,C4,parser,content/domain
LLaMA3,C4,One,content/domain
LLaMA3,C4,learning,content/domain
LLaMA3,C4,)',punctuation
LLaMA3,C4,In,stopword
LLaMA3,C4,fail,content/domain
LLaMA3,C4,simplest,content/domain
LLaMA3,C4,Also,content/domain
LLaMA3,C4,.,punctuation
LLaMA3,C4,)',punctuation
LLaMA3,C4,not,negation
LLaMA3,C3,-known,content/domain
LLaMA3,C4,substantial,content/domain
LLaMA3,C4,199,number
LLaMA3,C4,paper,content/domain
LLaMA3,C4,As,stopword
LLaMA3,C4,unnecessary,evaluative
LLaMA3,C4,unnecessary,evaluative
LLaMA3,C4,LOCATION,content/domain
LLaMA3,C4,)',punctuation
LLaMA3,C4,eleg,content/domain
LLaMA3,C4,not,negation
LLaMA3,C4,202,number
LLaMA3,C3,workshop,content/domain
LLaMA3,C4,learning,content/domain
LLaMA3,C4,(,punctuation
LLaMA3,C4,199,number
LLaMA3,C4,The,stopword
LLaMA3,C4,underscores,content/domain
LLaMA3,C4,(,punctuation
LLaMA3,C4,(,punctuation
LLaMA3,C4,not,negation
LLaMA3,C4,)',punctuation
LLaMA3,C4,limitations,evaluative
LLaMA3,C4,popular,evaluative
LLaMA3,C4,2,number
LLaMA3,C4,.,punctuation
LLaMA3,C4,their,stopword
LLaMA3,C4,valuable,content/domain
LLaMA3,C4,learning,content/domain
LLaMA3,C4,(,punctuation
LLaMA3,C4,The,stopword
LLaMA3,C4,learning,content/domain
LLaMA3,C4,continuous,content/domain
LLaMA3,C4,While,stopword
LLaMA3,C4,?,punctuation
LLaMA3,C3,well,content/domain
LLaMA3,C4,),punctuation
LLaMA3,C4,holds,content/domain
LLaMA3,C4,2,number
LLaMA3,C4,),punctuation
LLaMA3,C4,)',punctuation
LLaMA3,C3,(,punctuation
LLaMA3,C4,)',punctuation
LLaMA3,C4,ase,content/domain
LLaMA3,C4,learning,content/domain
LLaMA3,C4,makes,content/domain
LLaMA3,C4,The,stopword
LLaMA3,C4,.,punctuation
LLaMA3,C4,(,punctuation
LLaMA3,C4,head,content/domain
LLaMA3,C4,The,stopword
LLaMA3,C4,)',punctuation
LLaMA3,C4,),punctuation
LLaMA3,C4,concerns,content/domain
LLaMA3,C4,Furthermore,content/domain
LLaMA3,C4,wise,content/domain
LLaMA3,C4,not,negation
LLaMA3,C3,",",punctuation
LLaMA3,C4,instability,content/domain
LLaMA3,C4,202,number
LLaMA3,C4,learning,content/domain
LLaMA3,C4,199,number
LLaMA3,C4,)',punctuation
LLaMA3,C4,Instead,content/domain
LLaMA3,C4,Deep,content/domain
LLaMA3,C4,)',punctuation
LLaMA3,C3,cannot,content/domain
LLaMA3,C4,(,punctuation
LLaMA3,C4,",",punctuation
LLaMA3,C4,cannot,content/domain
LLaMA3,C4,.,punctuation
LLaMA3,C4,)',punctuation
LLaMA3,C4,eh,content/domain
LLaMA3,C4,remarkable,content/domain
LLaMA3,C4,learning,content/domain
LLaMA3,C4,introduced,content/domain
LLaMA3,C4,The,stopword
LLaMA3,C4,a,stopword
LLaMA3,C4,202,number
LLaMA3,C4,)',punctuation
LLaMA3,C4,"),",punctuation
LLaMA3,C4,(,punctuation
LLaMA3,C4,presents,content/domain
LLaMA3,C4,BLE,content/domain
LLaMA3,C4,202,number
LLaMA3,C4,(,punctuation
LLaMA3,C4,To,stopword
LLaMA3,C4,not,negation
LLaMA3,C4,inefficient,evaluative
LLaMA3,C4,the,stopword
LLaMA3,C3,iao,content/domain
LLaMA3,C4,not,negation
LLaMA3,C4,202,number
LLaMA3,C4,not,negation
LLaMA3,C4,),punctuation
LLaMA3,C4,perform,content/domain
LLaMA3,C4,rapid,evaluative
LLaMA3,C4,)',punctuation
LLaMA3,C4,not,negation
LLaMA3,C4,suffered,content/domain
LLaMA3,C4,learning,content/domain
LLaMA3,C4,While,stopword
LLaMA3,C4,innovative,content/domain
LLaMA3,C4,careful,content/domain
LLaMA3,C4,not,negation
LLaMA3,C4,impr,content/domain
LLaMA3,C3,suffers,content/domain
LLaMA3,C4,As,stopword
LLaMA3,C4,meticulously,content/domain
LLaMA3,C4,202,number
LLaMA3,C4,strong,evaluative
LLaMA3,C4,[,punctuation
LLaMA3,C4,learning,content/domain
LLaMA3,C4,not,negation
LLaMA3,C4,inadequate,content/domain
LLaMA3,C4,not,negation
LLaMA3,C4,",",punctuation
LLaMA3,C4,rapid,evaluative
LLaMA3,C4,where,content/domain
LLaMA3,C4,learning,content/domain
LLaMA3,C4,",",punctuation
LLaMA3,C4,exemplary,content/domain
LLaMA3,C4,.,punctuation
LLaMA3,C4,)',punctuation
LLaMA3,C4,become,content/domain
LLaMA3,C4,Deep,content/domain
LLaMA3,C4,202,number
LLaMA3,C4,achieves,content/domain
LLaMA3,C4,learning,content/domain
LLaMA3,C4,.,punctuation
LLaMA3,C4,The,stopword
LLaMA3,C4,yields,content/domain
LLaMA3,C4,impacting,content/domain
LLaMA3,C4,K,content/domain
LLaMA3,C4,(,punctuation
LLaMA3,C4,failed,content/domain
LLaMA3,C4,falls,content/domain
LLaMA3,C4,those,stopword
LLaMA3,C4,seminal,content/domain
LLaMA3,C4,no,negation
LLaMA3,C4,not,negation
LLaMA3,C4,rapid,evaluative
LLaMA3,C4,is,stopword
LLaMA3,C4,not,negation
LLaMA3,C4,initiated,content/domain
LLaMA3,C4,The,stopword
LLaMA3,C4,(G,content/domain
LLaMA3,C4,",",punctuation
LLaMA3,C4,seeds,content/domain
LLaMA3,C4,presented,content/domain
LLaMA3,C4,differences,content/domain
LLaMA3,C4,refined,content/domain
LLaMA3,C4,is,stopword
LLaMA3,C4,increasing,content/domain
LLaMA3,C3,extensive,content/domain
LLaMA3,C4,learning,content/domain
LLaMA3,C4,set,content/domain
LLaMA3,C4,without,negation
LLaMA3,C4,impr,content/domain
LLaMA3,C4,compare,content/domain
LLaMA3,C4,[,punctuation
LLaMA3,C4,expensive,content/domain
LLaMA3,C4,The,stopword
LLaMA3,C4,)',punctuation
LLaMA3,C4,Additionally,content/domain
LLaMA3,C4,without,negation
LLaMA3,C4,without,negation
LLaMA3,C4,)',punctuation
LLaMA3,C4,compromised,content/domain
LLaMA3,C4,(,punctuation
LLaMA3,C4,)',punctuation
LLaMA3,C4,obsolete,content/domain
LLaMA3,C3,D,content/domain
LLaMA3,C4,),punctuation
