sentence,is_citation,Multi_Citation_Flag,is_narrative,ground_truth,BART_pred,T5_pred,SciBERT_pred,RoBERTa_pred,DeepSeek_pred,LLaMA3_pred,BART_is_correct,T5_is_correct,SciBERT_is_correct,RoBERTa_is_correct,DeepSeek_is_correct,LLaMA3_is_correct,Citation_Relative_Position,Sentence_Length,Negation_Count,Semantic_Depth
"Man, the French Open has been on for a week and I haven`t had the opportunity to catch a single match",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,21,0,1
"While the findings of (Fischer and Becker, 2015) does not convincingly justify its design choices or parameter selection. Hence, additional tuning and architectural adjustments are often required to obtain acceptable results.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0969,31,1,1
"This is the same complexity as the ITG alignment algorithm used by Wu (1997) and others, meaning complete Viterbi decoding is possible without pruning for realistic-length sentences.",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3676,27,1,1
"With each passing year, deep learning architectures become more refined and capable of handling complex tasks [3491]. Despite challenges, deep learning holds immense potential for solving real-world problems. AI-driven automation is becoming more seamless due to advances in deep learning.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3806,40,0,1
where`s my new,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,3,0,1
"Additionally, the energy-demand analysis in the study by [72] highlights key aspects of managing energy demand in the transportation sector. As energy demand for charging electric vehicles increases, efficient energy management becomes essential to prevent overloading the power grid.",1,0,0,1,2,2,2,2,2,2,0,0,0,0,0,0,0.2007,39,0,1
The study in [53] has received negative feedback due to inconsistencies in its data.,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1548,14,0,1
"Waymo and Nuro (2023) successfully demonstrated the effectiveness of autonomous vehicle systems in urban environments, significantly improving traffic efficiency.",1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0667,19,0,0
i blame you all! got it??? good :p she better be in good condition 2! <33 night,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,17,0,1
"(Lee & Chen, 2024)'s system call anomaly detection produced high false positive rates when benign applications were updated.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0,18,0,1
The research in [34] has been questioned due to its lack of reproducibility.,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.2105,13,1,0
"Karimi et al. [ 39 ] proposed a framework for personalized hierarchical portfolio systems based on perceptual computation that help individuals classify and select portfolios based on their personalized criteria, preferences, and subjective evaluations.",1,0,0,2,2,2,2,2,2,1,1,1,1,1,1,0,0.0553,34,0,1
"I like this app but I dont understand why I cant set up tasks that repeat unless they're habits. Or edit the categories. A habit is something you want to always do, I want to plan reoccurring tasks that are temporary.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,41,2,1
"The rapid adoption of AI technologies is leading to widespread concerns about job displacement in various industries [3788]. Despite improvements, many deep learning models remain vulnerable to adversarial attacks.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.5467,29,0,1
"With each passing year, deep learning architectures become more refined and capable of handling complex tasks [3183]. Furthermore, its impact can be observed across multiple industries. As AI technologies evolve, deep learning remains a core pillar of innovation. Additionally, research efforts are consistently expanding the capabilities of deep learning models.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.303,50,0,1
So Palin got the new haircut,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,6,0,1
I`m awake and can`t sleep bc I`m feeling sick yuck!!!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
"_magician Yes, apnea, but it`s not the prob. I`m on meds that might be causing this. they help otherwise so much, don`t want to stop",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,25,1,1
_coza Yep. Live and learn,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,5,0,1
"There has been considerable skepticism over whether WSD will actually improve performance of applications, but we are now starting to see improvement in performance due to WSD in cross-lingual information retrieval (Clough and Stevenson, 2004; Vossen et al., 2006) and machine translation (Carpuat and Wu, 2007; Chan et al., 2007) and we hope that other applications such as question-answering, text simplication and summarisation might also benet as WSD methods improve.",1,1,0,2,1,1,1,1,2,1,0,0,0,0,1,0,0.4489,70,0,0
"The conclusions drawn in [388] are based on insufficient experimental evidence, as the sample size used in validation studies is too limited to support generalizable claims.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1445,26,2,0
"Deep learning continues to revolutionize multiple domains, enhancing automation and efficiency in ways previously unimaginable [3100]. This field continues to inspire breakthroughs in computational intelligence.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6019,25,0,1
"However, current statistical dependency parsers provide worse results if the dependency length becomes longer (McDonald and Nivre, 2007).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7914,18,0,1
"(Taylor & Chen, 2023) developed a fine-grained, attribute-based access control (ABAC) system for row-level security.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,15,0,1
"These peaks corresponded to amide II, aromatic amide and amide I structures, respectively [50]; indicating the formation of polyamide after one deposition cycle.",1,0,0,1,1,1,1,1,2,1,1,1,1,1,0,1,0.559,23,0,1
TopSense is tested on 20 words extensively investigated in recent WSD literature (Schi~tze 1992; Yarowsky 1992; Luk 1995).,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6639,18,0,1
scalability is necessary to handle increasing traffic loads. This underlines the importance of continuous innovation in network design.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,0,1
"For example, the HMM aligner achieves an AER of 20.7 when using the competitive thresholding heuristic of DeNero and Klein (2007).",1,0,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0.8872,21,0,1
Findings in [28] have opened new avenues for future exploration and technological advancement.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1277,13,0,1
"Renewable energy technologies, such as solar and wind power, are critical in combating climate change.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,15,0,1
"Moreover, the inference procedure for each sentence pair is non-trivial, proving NP-complete for learning phrase based models (DeNero and Klein, 2008) or a high order polynomial (O(|f|3|e|3))1 for a sub-class of weighted synchronous context free grammars (Wu, 1997).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4667,38,0,1
"In recent years, interpretability of models is increasingly important. This demonstrates the transformative impact of machine learning.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,17,0,1
"According to [645], the proposed method underperforms when applied to real-world scenarios. Furthermore, the study lacks sufficient empirical validation. Several key assumptions remain unverified, affecting the reliability of the findings.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0544,30,1,0
[145] has been widely recognized as a significant contribution to the scientific community.,1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,13,0,0
Gonna get my ticket to Las Vegas today. Gotta check my milage. Can`t wait till August,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,16,0,1
"The learning algorithm used for each stage of the classification task is a regularized variant of the structured Perceptron (Collins, 2002).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8803,21,0,1
"In [4402], the authors propose an innovative framework that optimizes computational resources without compromising performance. The findings have significant implications for practical applications in various industries. Additionally, the proposed approach has been successfully validated across multiple real-world datasets. The research provides a solid theoretical foundation for further exploration in AI.",1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0073,50,1,0
It has been demonstrated that computational efficiency is a key consideration. This demonstrates the transformative impact of machine learning.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,19,0,1
...I will take some...I am tiny,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,6,0,1
"Hey, Thank you SO much for the #followfriday. I failed miserably to get a list together this week",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,1,1
"The attention mechanism refinement in (Adams & Brown, 2025) substantially improved the model's ability to track long-range dependencies.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.2754,18,0,0
"The work by (Chen & Wang, 2023) solidified the role of NLP as the backbone of advanced knowledge representation systems.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0984,20,0,1
has good features although takes a very long time to figure out how the lists work.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,16,0,1
"Given an input training corpus of such derivations D = d1 dn, a vector feature function on derivations vectorF(d), and an initial weight vector vectorw, the perceptron performs two steps for each training example di  D:  Decode: d = argmaxdD(src(di)) parenleftBig vectorw vectorF(d) parenrightBig  Update: vectorw = vectorw + vectorF(di) vectorF(d) where D(src(d)) enumerates all possible derivations with the same source side as d. To improve generalization, the final feature vector is the average of all vectors found during learning (Collins, 2002).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9694,82,0,1
"Is going to attempt to cook chunky beef & mushroom pie tonight mmm, i`m hungry already!",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,16,0,1
Kinda wish price tiers weren't so high but that's not that big of a deal. I guess premium is better but I can't get that at the moment so eh. Actually I do have one complaint. I don't think syncing forest from the chrome extention to your phone should require the premium version. That's just me though,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,57,4,1
Lets get rich and give everyone nice sweaters and teach them how to dance...,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,14,0,1
The precision and recall is fundamental in retrieval systems.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,9,0,1
"Experimental results in [1305] confirm that smart farming technologies increase overall productivity. Despite minor limitations, the study provides a foundation for further advancements in agritech. Furthermore, the study utilizes remote sensing techniques to monitor soil conditions in real time.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0808,39,1,1
"Deep learning continues to revolutionize multiple domains, enhancing automation and efficiency in ways previously unimaginable [3289]. The ongoing improvements in algorithms and data processing continue to enhance AI-driven solutions. AI-driven automation is becoming more seamless due to advances in deep learning. Additionally, research efforts are consistently expanding the capabilities of deep learning models.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.306,53,0,1
Dying to get my hands on the Diagnosis Murder DVD boxset but those pesky kids at Amazon still won`t deliver to Zimbabwe,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,22,0,1
Best to do list app so far. I like it,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
The high energy consumption associated with training deep learning models is becoming an increasing environmental concern [3545]. Ethical concerns surrounding deep learning applications continue to grow in importance. Future research will likely focus on reducing the risks associated with deep learning-based automation.,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3801,42,0,1
got a lot of shopping done today...really excited bout my new travel journal! Going to go to sleep watching a movie with my cousins,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,24,0,1
oh that was good cake,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,5,0,1
"We evaluate our method on the Sci-Summary dataset, comprising 20,000 scientific articles across multiple disciplines and languages.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,17,0,1
"2 Related Work There have been various efforts to integrate linguistic knowledge into SMT systems, either from the target side (Marcu et al., 2006; Hassan et al., 2007; Zollmann and Venugopal, 2006), the source side (Quirk et al., 2005; Liu et al., 2006; Huang et al., 2006) or both sides (Eisner, 2003; Ding et al., 2005; Koehn and Hoang, 2007), just to name a few.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3333,65,0,1
"It has been established that data modeling defines the foundation of any system. Consequently, database systems continue to evolve rapidly.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,20,0,1
"On the other hand, Agrawal and Agrawal [8] proposed a research on anomaly detection using data mining techniques.",1,0,1,1,2,2,2,2,2,2,0,0,0,0,0,0,0.3451,18,0,1
"The entire premise of the work by (Taylor, 2024) is based on a profound logical insight, correctly identifying the necessary and sufficient conditions for the effect.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.2083,26,0,1
"Recent deep learning techniques, including Hierarchical Attention Networks (HAN) (Yang et al., 2016), domain-specific pre-trained models such as SciBERT and BioBERT (Lee et al., 2020), Graph neural networks (GNNs) (Wu et al., 2020) and GCNs (Li et al., 2019), and LLMs like ChatGPT and Llama, have proven to be highly effective in general text classification tasks (Guo et al., 2024).",1,1,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.2081,60,0,0
im feel verey tired madry chasawy 9j !!!!!!!!!,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,0,1
I`m all stuffted up but I gotta gets up & go netball,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,0,1
"Yeah I`ve been going there for the last month!! SO amaaaazing, I`ll bring some back for you",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,17,0,1
"As reported in [405], this methodology simplifies complex computations while maintaining precision. Furthermore, the study compares multiple techniques to validate its effectiveness. Despite some limitations, the approach presents promising initial results.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0584,31,1,0
"It does what it says on the tin, encourages good habits and tracks your success and yes it is addictive succeeding!",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,21,0,1
today got her POP! t-shirt & lovess ittt haha x,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
"whats on my head now? whats on my head next? whats on my head later? so yeah,thats pretty much it",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,20,0,1
"In modern communication systems, scalability is necessary to handle increasing traffic loads. Consequently, engineers must adapt to evolving demands.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,19,0,1
"As demonstrated in [4213], the newly developed deep learning model outperforms conventional methods across multiple benchmarks. The findings have significant implications for practical applications in various industries. Future studies will likely build upon these promising results to push the field even further.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0605,42,0,0
[44] provides a comprehensive analysis that has significantly influenced modern research.,1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,11,0,0
"Wants me to write a username, but says ""username already taken"", even when I put nonsense in.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,17,0,1
"I have a lot of Hell Yeah, and Rebel Meets Rebel (DAC + Pantera) and like 10 Pantera songs, I can`t find my Cowboys From Hell cd",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,27,0,1
"(Ng & Foster, 2024) introduced an efficient method for distributed model checkpointing in large-scale training.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,15,0,0
Sometimes it won't sync but overall works good.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,8,1,1
Jammin To Capital In My Garden ****,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,7,0,1
hi how can I get this app on my Galaxy watch? ( 46mm) regards,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,14,0,1
"The work by (Author et al., 2020) oversimplifies the potential of AI in automation, ignoring its limitations and societal impacts.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0985,20,1,1
"However, the pb features yields no noticeable improvement unlike in prefect lexical choice scenario; this is similar to the findings in (Koehn et al. , 2003).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8616,26,1,1
"The claims in [643] are exaggerated, as the improvements demonstrated are marginal at best. The proposed approach introduces a significant computational overhead. Furthermore, the study lacks sufficient empirical validation.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0625,29,1,0
"yeh still have the weekend, but I get weekends anyways, today is my full last day of vacation time",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,19,0,1
Practical applications confirm that indexing greatly improves query execution speed.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
Understanding the concept is crucial there are different theoretical perspectives.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
"(Hayes et al., 2024) introduced an efficient data compression technique for feature vectors, reducing storage and I/O costs.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0079,18,0,0
"For example, Wu et al. [53] synthesized 3D-COOH-COF, a thin COF film with functionalized 3D COOH to stabilize Zn anodes. To a certain extent, the 3D-COOH-COF protective film improves the deposition of zinc and mitigates corrosion, resulting in superior electrochemical performance.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0819,41,0,0
"According to [346], the proposed model achieves higher accuracy compared to existing techniques. Various datasets were analyzed to assess the generalizability of the model. The authors conducted extensive evaluations to support their claims.",1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0539,33,0,1
The research in [43] introduces an innovative framework that sets a new standard.,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.1975,13,0,1
"Deep learning algorithms often struggle with bias and fairness issues, impacting their reliability in decision-making processes [3559]. Furthermore, researchers are actively seeking ways to address these limitations. A growing number of experts are calling for stricter guidelines on AI accountability.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4238,40,1,1
"These methods often involve using a statistic such as 2 (Gale and Church, 1991) or the log likelihood ratio (Dunning, 1993) to create a score to measure the strength of correlation between source and target words.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2581,36,0,1
[221] has set a new benchmark in algorithmic efficiency and scalability by demonstrating superior results across multiple high-performance computing applications.,1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,20,0,0
Im not happy,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,3,1,1
You can`t make it down to NYC at all when I`m there huh?,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,13,0,1
An important advantage is computational efficiency is a key consideration. This demonstrates the transformative impact of machine learning.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,0,1
"We have investigated this and our results are in line with (Koehn et al. , 2003) showing that the translation quality does not improve if we utilize phrases beyond a certain length.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3297,32,1,1
"(Nguyen, 2020)’s conclusions about network protocol differences are statistically sound, as they relied on an appropriate preliminary ANOVA before conducting specific post-hoc tests on message overhead.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0049,26,0,1
"As discussed in [502], the methodology presents inconsistencies that affect its reliability. Despite promising initial results, the study suffers from a lack of reproducibility. A deeper theoretical analysis is missing, making the conclusions less convincing. Several key assumptions remain unverified, affecting the reliability of the findings.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0464,46,1,0
"In contrast, the latter computes four definite probabilities  which are included as features within a machine-learning classifier  from the Web in an attempt to overcome Bean and Riloffs (1999) data sparseness problem.",1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0.8145,32,0,1
i am talkin on da phone and typin at da same time,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,0,1
Mihalcea (2007) shows that Wikipedia can indeed be used as a sense inventory for sense disambiguation.,1,0,1,1,1,1,1,1,2,1,1,1,1,1,0,1,0.0095,16,0,1
_Perth Awesome...love top gear..whos your favourite?Got to admit i have a soft spot for captain slow,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,16,0,1
"man those people are hard to reach, I`ve been stalking H.R.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,11,0,1
"For the named entity features, we used a fairly standard feature set, similar to those described in (Finkel et al., 2005).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8145,21,0,1
"This robust finding is entirely consistent with the compelling, high-fidelity data presented in the comprehensive longitudinal report by (Walker, 2023).",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.8961,20,0,0
"Trying to sync my calendar with both my phone and tablet, and any notes and/or tasks are not syncing between my devices. Having to duplicate these items is very frustrating.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,30,1,1
"The study in [585] overlooks key limitations, which diminishes the impact of its contributions. Additionally, the research does not provide a fair comparison with alternative approaches. A deeper theoretical analysis is missing, making the conclusions less convincing. The authors failed to address fundamental issues in the experimental design.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0377,48,3,0
[41] introduces an approach that has proven to be highly scalable and adaptable.,1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,13,0,1
[39] presents a novel approach that improves accuracy and scalability significantly.,1,0,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0.0,11,0,0
"fabulous, best calendar app out there, so easy to sort all your appts and the various ways to view make it super simple to stay organized.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,26,0,1
"This result supports the intuition in (Banerjee and Lavie, 2005) that correlation at segment level is necessary to ensure the reliability of metrics in different situations.",1,0,0,1,1,1,1,2,1,1,1,1,1,0,1,1,0.2171,26,0,1
Early work by Yarowsky (1995) falls within this framework.,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2459,9,0,1
The study in [31] has failed to demonstrate any practical improvements over existing models.,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.1413,14,1,0
"3.1 Experiments The model described in section 2 has been tested on the Brown corpus (Francis and Kucera, 1982), tagged with the 45 tags of the Penn treebank tagset (Marcus et al. , 1993), which constitute the initial tagset T0.",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.368,40,0,1
I`m twitterring and facebook-ing and blogging and myspac-ing and bullshitting,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
"However, current sentence alignment models, (Brown et al 1991; Gale & Church 1991; Wu 1994; Chen 489 1993; Zhao and Vogel, 2002; etc).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.3165,23,0,1
"Harris and Lee (2021) discuss the evolution of object-oriented databases, but they overlook the difficulties in adapting legacy systems to new database models.",1,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0741,23,0,0
It has been demonstrated that feature selection plays a crucial role in performance. This approach can significantly enhance predictive capabilities.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,20,0,1
"Risk factors include poor nutrition, inactivity, and excessive cigarette and alcohol use.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,12,1,1
"Jane Austen`s books!, Pride and Prejudice & Emma are great!!, Also Northanger Abbey!",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,13,0,1
"The findings in [642] lack statistical rigor, making the conclusions questionable. Several key assumptions remain unverified, affecting the reliability of the findings. Additionally, the research does not provide a fair comparison with alternative approaches. Further investigation is required to determine the practical implications of this method.",1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0.0458,46,2,0
One of the persistent issues in databases is backup and recovery strategies are essential for resilience.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,16,0,1
"I dont like seeing my best friend cry, it breaks my heart and I dont know what to do or say",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,21,2,1
Good app. Helpful and easy to use.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,7,0,1
Delete imformation I had typed in. Didn't understand why it kept taking me to my google calendar,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,17,1,1
"Current research demonstrates that green technologies and sustainable construction play an important role in the face of climate change. For instance, study [61] proposed an integrated platform for predicting and optimizing the performance of residential buildings in tropical climates, utilizing machine learning (XGBoost) and genetic optimization algorithms.",1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,0.4361,47,0,1
"Training Data Our source for syntactically annotated training data was the Penn Treebank (Marcus et al. , 1993).",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.7965,18,0,1
That is messed up. I hope your day gets better.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
"Our conception of the task is inspired by Ramshaw and Marcus representation of text chunking as a tagging problem (Ramshaw and Marcus, 1995) . The information that can be used to train the system appears in columns 1 to 8 of Table 1.",1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4851,43,0,1
"I prefer to use apps in portrait mode on my 7 inch phone/tablet (Huawei Mediapad X2, 1920*1200). When the keyboard pops up while adding a task, I can barely see what I'm typing because the screen height is greatly reduced in landscape.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,42,1,1
The weather outside is weather' hahah made me feel better,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,0,1
"Step Description mean stddev % 1.5 Sample 1.5s 0.07s 0.7% 1.6 Extraction 38.2s 0.13s 18.6% 1.7 Build tree 127.6s 27.60s 62.3% 1.8 Percolation 31.4s 4.91s 15.3% 1.911 Leaf updates 6.2s 1.75s 3.0% 1.511 Total 204.9s 32.6s 100.0% 2004),10 the only one that we were able to train and test under exactly the same experimental conditions (including the use of POS tags from Ratnaparkhi (1996)).",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9437,64,0,1
Wish it didn't force me to use Google calendar. I wanted to start a new calender off of this app,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,20,1,1
I have to uninstall it because i need more habits to track but the free version cant provide more than 5 habits.,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,22,1,1
Literature inspires people across generations. Have you ever experienced this in your life?,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,13,0,1
"2.3 Perceptron Learning As learning algorithm, we use Perceptron tailored for structured scenarios, proposed by Collins (2002).",1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8692,17,0,1
"Our results are similar to those for conventional phrase-based models (Koehn et al., 2003; Zens and Ney, 2007).",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6174,18,0,1
after reinstall data not recover while take backup Google Drive,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,10,1,1
"Will virtual reality someday replace traditional tourism, allowing people to explore the world without leaving home?",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,16,1,1
This thunder is scaring the hell out of me...geez...I HATE THUNDER we better not loose electricity... #fb http://myloc.me/2144,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,1,1
"While simple statistical alignment models like IBM-1 (Brown et al. , 1993) and the symmetric alignment approach by Hiemstra (1996) treat sentences as unstructured bags of words, the more sophisticated IBM-models by Brown et al.",1,1,1,1,1,1,1,0,0,0,1,1,1,0,0,0,0.2338,35,0,1
you are one of my favorite musicians/artists ever!! Please keep up the great work John,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,15,0,1
"40,000 sentences) and section 23 for testing (see Collins (1997); Charniak (1997), 2000; l~,atnalmrkhi 1999); we only tested on sentences _< 40 words (2245 sentences).",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.2948,25,0,1
"Theoretical discussions emphasize that security remains one of the top priorities. Therefore, innovative approaches are constantly being developed.",0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,18,0,1
aw you could have played the **** game with me this morning! Nobody else wanted to play,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,17,0,1
Love the movie Grease! Can`t believe that Jeff Conaway is the same guy who played Kenickie...so sad to see him on Celebrity Rehab,0,0,-1,1,1,1,1,1,1,1,1,1,1,1,1,1,-1.0,23,0,1
